company_name,date_certified,industry,industry_category,country,state,city,sector,size,website
AE Works,2023-09-18,Architecture design & planning,"Real estate, design & building",United States,Pennsylvania,Sewickley,Service,50-249,www.aeworks.com
Sachai Tea Benefit Corp,2023-09-18,Beverages,Manufactured Goods,United States,Alabama,Birmingham,Manufacturing,1-9,www.sachaiteacompany.com
Vendis Capital Management,2022-12-21,Equity investing - Developed Markets,Financial & insurance activities,Belgium,Flemish Brabant,Diegem,Service,10-49,www.vendiscapital.com
Editora Voo,2022-08-24,Books or other media,Wholesale,Brazil,Minas Gerais,Belo Horizonte,Wholesale/Retail,1-9,editoravoo.com.br
The Social Change Agency,2023-10-10,Management consultant - nonprofits,Professional & technical services,United Kingdom,City of London,London,Service,10-49,www.thesocialchangeagency.org
"Atmos Financial, PBC",2022-09-12,Deposit bank - Developed Markets,Financial & insurance activities,United States,California,Berkeley,Service,1-9,www.joinatmos.com
"MaineWorks, LLC",2022-09-15,Employment placement & HR,Administrative & support services,United States,Maine,Portland,Service,1-9,maineworks.us
Haddon Coaching,2024-03-25,"Other professional, scientific & tech",Professional & technical services,United Kingdom,Somerset,Holcombe,Service,0,www.haddoncoaching.com
PWPvideo,2022-07-26,"Film, TV & music production","Arts, entertainment & recreation",United States,Pennsylvania,Philadelphia,Service,1-9,pwpvideo.com
Archer Investment Management,2022-07-25,Investment advising,Financial & insurance activities,United States,Texas,Austin,Service,1-9,archerim.com
Absolute Pilates,2022-08-30,Athletic & fitness centers,"Arts, entertainment & recreation",United States,Pennsylvania,Mechanicsburg,Service with Significant Environmental Footprint,1-9,absolutepilates.co
Warwick Events Limited,2021-12-12,Other recreation,"Arts, entertainment & recreation",United Kingdom,Warwickshire,Stratford-upon-Avon,Service,1-9,www.warwickevents.co.uk
Aventur Group Ltd,2022-11-04,Other financial services,Financial & insurance activities,United Kingdom,City of London,London,Service,1-9,www.aventur.co.uk
"EDSI (Educational Data Systems, Inc.)",2024-03-21,"Other professional, scientific & tech",Professional & technical services,United States,Michigan,Dearborn,Service,250-999,www.edsi.com
Alterfood,2023-11-03,Food products,Wholesale,France,Île-de-France,Paris,Wholesale/Retail,10-49,www.alterfood.fr
SES Consulting,2022-07-28,Engineering,Professional & technical services,Canada,British Columbia,Vancouver,Service,10-49,sesconsulting.com
Conscience Bay Company LLC,2023-07-27,Real estate development,"Real estate, design & building",United States,Colorado,Boulder,Service with Significant Environmental Footprint,1-9,cbayco.com
Monday Sports Club,2025-01-07,Athletic & fitness centers,"Arts, entertainment & recreation",France,Paris,Paris,Service with Significant Environmental Footprint,50-249,www.monday-sportsclub.com/
Tjungu Project,2022-07-30,Other education,Education,Australia,Victoria,Cremorne,Service,1-9,www.tjunguproject.com
Fody Foods,2023-07-27,Food products,Wholesale,Canada,Quebec,Montreal,Wholesale/Retail,10-49,fodyfoods.com
Seepje B.V.,2023-05-22,Cleaning products,Retail,Netherlands The,South Holland,Den Haag,Wholesale/Retail,10-49,www.seepje.nl
Angeles Investment Advisors,2023-01-29,Investment advising,Financial & insurance activities,United States,California,Santa Monica,Service,10-49,www.angelesinvestments.com
Les Cosmétiques Frais,2022-11-22,Personal care products,Manufactured Goods,France,Auvergne-Rhône-Alpes,saint beauzire,Manufacturing,1-9,www.lescosmetiquesfrais.fr
Impact Hub srl (Impact Hub Milano),2021-01-15,"Other professional, scientific & tech",Professional & technical services,Italy,Lombardy,Milano,Service,1-9,milan.impacthub.net
Squirrel Business Solutions,2023-07-06,Other info service activities,"Information, communication & technology",Australia,Victoria,Richmond,Service,1-9,www.squirrel.biz
Good Innovation,2022-08-01,Management consultant - nonprofits,Professional & technical services,United Kingdom,London Borough of Southwark,London,Service,10-49,www.goodinnovation.co.uk
Six,2024-09-04,Other info service activities,"Information, communication & technology",United Kingdom,City of Bristol,Bristol,Service,10-49,six.agency
pb+j,2023-08-18,Advertising & market research,Professional & technical services,Canada,Ontario,Toronto,Service,10-49,www.addpbj.com
The Onlii Limited,2023-05-08,Advertising & market research,Professional & technical services,United Kingdom,Leeds,Leeds,Service,1-9,https://www.theonlii.com/
SUSTREND Spa.,2022-06-22,Other personal services,Other services,Chile,Valparaíso,Valparaíso,Service,1-9,sustrend.com
Ucon Acrobatics,2022-08-14,Textiles,Retail,Germany,Berlin,Berlin,Wholesale/Retail,0,www.Ucon-Acrobatics.com
WE DO GOOD,2023-08-18,Other financial services,Financial & insurance activities,France,Pays de la Loire,Nantes,Service,1-9,www.wedogood.co
Fitotek,2022-09-09,Wood & wood products,Manufactured Goods,Chile,Valparaíso,Putaendo,Manufacturing,10-49,www.fitotek.cl
UMi,2022-09-29,Other business support,Administrative & support services,United Kingdom,England,Durham,Service,50-249,www.weareumi.co.uk
Liforme,2022-08-25,Sports goods,Retail,United Kingdom,London Borough of Camden,London,Wholesale/Retail,10-49,liforme.com
Nice Corporation,2023-04-06,Apparel,Manufactured Goods,Japan,Okayama Prefecture,Kurashiki,Manufacturing,10-49,www.nicecorporation.jp/en/
BB7 Holdings Limited,2025-02-10,Engineering,Professional & technical services,United Kingdom,Kent,Chatham,Service,50-249,bbseven.com
Gaem,2024-01-12,Jewelry & related articles,Retail,Brazil,São Paulo,São Paulo,Wholesale/Retail,1-9,www.gaem.com.br
L&Co Design Ltd.,2022-08-30,Other info service activities,"Information, communication & technology",United Kingdom,London Borough of Islington,London,Service,1-9,landco.studio
Proyectos MAF C.A.,2023-01-29,Construction,Construction,Venezuela,Miranda,Caracas,Manufacturing,10-49,www.proyectosmaf.com
Listings Project,2025-02-20,Social networks & info sharing,"Information, communication & technology",United States,New York,New York,Service,1-9,listingsproject.com
Fair Planet Advisors,2022-01-20,Investment advising,Financial & insurance activities,United States,Washington,White Salmon,Service,0,www.fairplanetadvisors.com
onepoint,2022-11-30,Other info service activities,"Information, communication & technology",France,Île-de-France,Paris,Service,1000+,www.groupeonepoint.com/fr
CompostNow,2023-10-19,Membership organizations,Other services,United States,North Carolina,Raleigh,Service with Significant Environmental Footprint,50-249,compostnow.org
361 Degrees Strategic Engagement & Communications,2023-02-15,Management consultant - for-profits,Professional & technical services,Australia,Western Australia,Perth,Service,1-9,www.361degrees.com.au
Origen Air Systems Ltd.,2024-02-15,Furniture,Manufactured Goods,Canada,British Columbia,Victoria,Manufacturing,10-49,Https://origenair.com
Kudu Srl Società Benefit,2023-08-09,Other info service activities,"Information, communication & technology",Italy,Lombardy,Lomazzo,Service,10-49,www.kudusrl.com
dmarcian,2023-10-31,Software publishing and SaaS platforms,"Information, communication & technology",United States,North Carolina,Brevard,Service,10-49,dmarcian.com
Boombrush,2024-10-03,General retail via Internet,Retail,Netherlands The,South Holland,Rotterdam,Wholesale/Retail,1-9,https://boombrush.com/
WELIGHT MADAGASCAR,2023-01-12,Solar panel installation,Energy,Madagascar,Antananarivo Province,Antananarivo,Service with Significant Environmental Footprint,10-49,www.welight-africa.com
Innate Motion Group BV,2017-05-31,Management consultant - for-profits,Professional & technical services,Netherlands The,Utrecht,Utrecht,Service,10-49,www.innatemotion.com
Courtney Agencies,2022-08-10,"Other professional, scientific & tech",Professional & technical services,Canada,British Columbia,Vancouver,Service,10-49,www.courtney.ca
Recruit For Spouses Ltd,2022-08-10,Employment placement & HR,Administrative & support services,United Kingdom,Wiltshire,Corsham,Service,1-9,recruitforspouses.co.uk
HIKKO,2023-10-19,Computer programming services,"Information, communication & technology",Uruguay,Montevideo Department,Montevideo,Service,50-249,https://www.hikko.is/
My Business App Pty. Ltd.,2025-04-10,Software publishing and SaaS platforms,"Information, communication & technology",Australia,New South Wales,Balmain,Service,1-9,engagementhub.com.au
Happy Family Organics,2022-08-11,Food products,Wholesale,United States,New York,New York,Wholesale/Retail,50-249,https://www.happyfamilyorganics.com/
OC&C Strategy Consultants,2023-10-30,Management consultant - for-profits,Professional & technical services,United Kingdom,City of London,London,Service,250-999,https://www.occstrategy.com/en/
eevie,2022-08-11,Mobile applications,"Information, communication & technology",Germany,North Rhine-Westphalia,Düsseldorf,Service,1-9,www.eevie.io
MIDA SB S.p.A.,2022-09-06,Management consultant - for-profits,Professional & technical services,Italy,Lombardy,Milano,Service,10-49,www.mida.biz
Skylark Media,2025-04-07,"Film, TV & music production","Arts, entertainment & recreation",United Kingdom,City of Bristol,Bristol,Service,1-9,www.skylarkmedia.co.uk
Despertar Educação infantil,2023-05-18,Pre- & primary education,Education,Brazil,Rio Grande do Sul,Porto Alegre,Service with Significant Environmental Footprint,10-49,www.escoladespertar.com.br/site
Envisioning Partners,2023-05-23,Equity investing - Emerging Markets,Financial & insurance activities,South Korea,Seoul,Seoul,Service,10-49,envisioning.partners
Danone Specialized Nutrition Malaysia & Singapore,2023-11-30,Food products,Wholesale,Malaysia,Kuala Lumpur,Kuala Lumpur,Wholesale/Retail,250-999,https://www.danone.com/id-cards/malaysia.html
Together Business Australia,2023-04-12,Accounting & auditing,Professional & technical services,Australia,Northern Territory,Parap,Service,1-9,www.togetherbusiness.com.au
MINNA Goods LLC,2025-02-04,Textiles,Retail,United States,New York,Hudson,Wholesale/Retail,1-9,www.minna-goods.com
Leather Heart,2022-08-16,Games & toys,Manufactured Goods,Venezuela,Capital District,Caracas,Manufacturing,1-9,leatherheart.fun
CohenTaylor,2022-08-16,Management consultant - nonprofits,Professional & technical services,United States,Minnesota,Minneapolis,Service,1-9,cohentaylor.com
LYMA,2022-08-16,General retail via Internet,Retail,United Kingdom,City of Westminster,London,Wholesale/Retail,10-49,lyma.life
Dille & Kamille (International) B.V.,2022-12-08,Other retail sale,Retail,Netherlands The,Utrecht,Utrecht,Wholesale/Retail,250-999,www.dille-kamille.com
Parsai Immigration Services,2022-08-18,Legal activities,Professional & technical services,Canada,Ontario,Toronto,Service,10-49,www.settler.ca
Grupo de Moda Soma,2023-10-11,Apparel,Retail,Brazil,Rio de Janeiro,Rio de Janeiro,Wholesale/Retail,1000+,www.somagrupo.com.br
Nøie ApS,2022-08-22,Personal care products,Retail,Denmark,Capital Region of Denmark,Copenhagen,Wholesale/Retail,10-49,noie.com
Unid Comunicação,2023-04-17,Social networks & info sharing,"Information, communication & technology",Brazil,Paraná,Maringá,Service,10-49,www.unidcom.com.br
TripZero,2022-08-22,Software publishing and SaaS platforms,"Information, communication & technology",United States,Massachusetts,Concord,Service,1-9,www.tripzero.events
Banque Raiffeisen Région Genève Rhône,2024-04-24,Deposit bank - Developed Markets,Financial & insurance activities,Switzerland,Canton of Geneva,Bernex,Service,10-49,www.raiffeisen.ch/region-geneve-rhone/fr.html
tentree international,2023-01-31,Apparel,Wholesale,Canada,British Columbia,Vancouver,Wholesale/Retail,50-249,www.tentree.com
Liminal Impact Pty Ltd,2022-09-15,"Other professional, scientific & tech",Professional & technical services,Australia,Western Australia,Serpentine,Service,1-9,www.liminalimpact.org
Copastur Turismo,2022-08-23,Other personal services,Other services,Brazil,São Paulo,São Paulo,Service,250-999,www.copastur.com.br
Lover's Tempo Design Inc.,2023-02-20,Jewelry & related articles,Wholesale,Canada,British Columbia,Vancouver,Wholesale/Retail,1-9,loverstempo.com
"MadTree Brewing,  LLC",2023-10-30,Beverages,Manufactured Goods,United States,Ohio,Cincinnati,Manufacturing,50-249,www.madtree.com
Spring Lab SAS,2024-03-12,Management consultant - for-profits,Professional & technical services,France,Occitania,Toulouse,Service,10-49,www.spring-lab.com
PM Studio GmbH (group),2023-10-30,Textiles,Wholesale,Germany,Hesse,Obertshausen,Wholesale/Retail,10-49,www.pm-st.com
CIELO E TERRA,2025-03-06,Beverages,Manufactured Goods,Italy,Province of Vicenza,Montorso Vicentino,Manufacturing,50-249,www.cieloeterravini.com
PROFILE,2023-10-11,Social networks & info sharing,"Information, communication & technology",Brazil,São Paulo,São Paulo,Service,10-49,https://www.profile.ag
DSG Group,2023-02-20,Other financial services,Financial & insurance activities,United Kingdom,Stockport,Stockport,Service,50-249,www.dsgfinance.group
Neutral,2024-08-07,Real estate development,"Real estate, design & building",United States,Wisconsin,Madison,Service with Significant Environmental Footprint,1-9,https://www.neutral.us
HINATA RENEWABLE,2024-12-11,Solar panel installation,Energy,Taiwan,Taichung,Taichung,Service with Significant Environmental Footprint,10-49,https://www.hinata.com.tw/
B Purpose Bureau,2023-09-20,Management consultant - for-profits,Professional & technical services,Hong Kong S.A.R.,Central and Western District,Hong Kong,Service,0,www.bpbureau.co
Mother Kombucha,2022-08-25,Beverages,Manufactured Goods,United States,Florida,St. Petersburg,Manufacturing,10-49,www.motherkombucha.com
normmal,2023-03-16,Advertising & market research,Professional & technical services,Spain,Catalonia,Barcelona,Service,10-49,https://normmal.com/
